title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Love Hurts - Single Edit,Nazareth,0.442,0.491,7,-6.598,1,0.0246,0.00693,0.00491,0.114,0.125,79.954
The Final Countdown,Europe,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662
I Was Made For Lovin' You,KISS,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373
Light My Fire,The Doors,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618
Eye of the Tiger,Survivor,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873
Hotel California - 2013 Remaster,Eagles,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125
House of the Rising Sun,The Animals,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363
Every Breath You Take,The Police,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401
Dream On,Aerosmith,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9
The Show Must Go On,Queen,0.425,0.675,11,-6.79,0,0.0409,0.433,4.51e-06,0.112,0.0671,84.156
Knockin' On Heaven's Door,Bob Dylan,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208
Knockin' On Heaven's Door,Guns N' Roses,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41
Nothing Else Matters,Metallica,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352
Still Loving You,Scorpions,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302
Let It Be - Remastered 2009,The Beatles,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462
Another Brick In The Wall - 2001 Remastered Version,Pink Floyd,0.697,0.46,0,-12.333,1,0.0315,0.0619,0.000591,0.0884,0.783,103.909
November Rain,Guns N' Roses,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759
Imagine - Remastered 2010,John Lennon,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752
Highway to Hell,AC/DC,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728
Smoke on the Water,Deep Purple,0.616,0.612,0,-11.084,1,0.0275,0.169,0.434,0.101,0.897,114.558
Stairway to Heaven - Remaster,Led Zeppelin,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433
Smells Like Teen Spirit,Nirvana,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
Bohemian Rhapsody,Queen,0.39,0.397,0,-9.963,0,0.0513,0.287,0.0,0.207,0.246,144.031
Frequency Differ - Original Mix,UMEK,0.735,0.964,7,-6.079,1,0.0822,0.000278,0.788,0.105,0.317,131.03
Believe,Eli Brown,0.789,0.976,3,-5.886,1,0.057,0.0065,0.849,0.0639,0.258,131.99
Ancient Dream,Zimmz,0.696,0.883,10,-7.335,0,0.0538,0.0281,0.436,0.0841,0.181,130.004
Back To The Warehouse,Loco & Jam,0.763,0.869,0,-6.605,1,0.126,0.000932,0.518,0.11,0.259,128.007
Disturb,Tømas Sinn,0.673,0.924,0,-5.592,1,0.0396,0.0188,0.687,0.224,0.0917,131.029
Fornication,NoNameLeft,0.754,0.672,1,-9.659,0,0.0661,0.000816,0.884,0.104,0.213,127.988
Plasto - Original Mix,Timmo,0.765,0.906,2,-7.185,1,0.0406,0.000806,0.907,0.108,0.404,130.004
Let there be house,D-Unity,0.716,0.823,4,-7.889,0,0.178,0.00217,0.894,0.0873,0.0958,134.006
Solstice,Alex Lentini,0.73,0.55,4,-7.913,1,0.0927,0.015,0.909,0.111,0.161,134.013
Evocative,Zimmz,0.728,0.744,6,-9.54,1,0.0679,0.00859,0.934,0.11,0.318,127.012
Riddles In The Sand,RSRRCT,0.747,0.911,7,-6.782,1,0.0623,0.000512,0.865,0.104,0.338,130.016
Cleaning Pathes - Original Mix,F-Rontal,0.658,0.897,9,-8.017,1,0.0366,0.00209,0.818,0.12,0.034,128.979
Resistance - Original Mix,Mha Iri,0.675,0.941,7,-6.911,0,0.0459,0.000593,0.879,0.316,0.692,127.999
The Night Goes On - Original Mix,Matt Lawry,0.743,0.801,1,-6.945,1,0.112,0.000506,0.882,0.112,0.269,130.018
Rave Atlas,Ilario Alicante,0.729,0.794,7,-7.732,1,0.0454,0.000755,0.913,0.103,0.171,130.008
The Voice,Bleur & MB1,0.677,0.752,4,-10.737,1,0.148,0.00552,0.923,0.105,0.0609,136.004
Eternal Odyssey,Ramon Tapia,0.607,0.826,4,-7.152,0,0.0398,9.19e-05,0.817,0.136,0.199,132.005
Yard,Veerus,0.57,0.947,7,-5.067,1,0.0463,0.00259,0.91,0.126,0.0747,129.993
Asklepios,Peter Yorck,0.636,0.944,11,-5.015,0,0.0426,0.00174,0.752,0.0853,0.039,130.012
Invasion - Original Mix,Zafer Atabey,0.594,0.974,7,-6.082,1,0.0814,0.00304,0.838,0.158,0.454,131.012
From Another World,Konrad (Italy),0.765,0.815,8,-6.23,1,0.097,0.00399,0.81,0.208,0.104,130.007
Belfast - ANNA Techno Remix,Orbital,0.537,0.805,0,-9.84,1,0.0294,0.000127,0.862,0.104,0.0363,131.012
World of Deep - Adam Beyer Remix,e-Dancer,0.723,0.801,10,-4.855,0,0.0447,0.000245,0.828,0.109,0.0867,132.003
The Future,CamelPhat,0.599,0.91,6,-7.403,0,0.107,0.000116,0.876,0.15,0.11,128.02
Console,Zimmz,0.63,0.651,4,-9.832,0,0.0574,0.00114,0.876,0.0759,0.139,126.997
Lamana,Joyhauser,0.584,0.952,7,-8.307,1,0.0452,0.00189,0.69,0.133,0.357,130.985
Flower Of Life,Belocca,0.666,0.891,8,-6.697,1,0.0397,0.016,0.921,0.135,0.0716,128.006
Heavenly - Layton Giordani Remix,e-Dancer,0.707,0.858,10,-4.448,0,0.0424,0.00436,0.839,0.101,0.0779,131.009
Interlinked,Thomas Schumacher,0.724,0.791,6,-11.086,0,0.0498,0.00426,0.876,0.0797,0.0275,133.006
Atlas,Toti Pereira,0.79,0.795,7,-7.976,1,0.13,0.000991,0.941,0.11,0.299,135.008
Final Calling,Jo Poole,0.713,0.95,9,-7.401,0,0.0932,0.0152,0.859,0.197,0.125,132.008
Soulseeker (Lisa May (AUS) Remix),Hocus,0.662,0.829,7,-8.629,1,0.048,0.000784,0.764,0.0726,0.0616,129.001
Sinematic,Zimmz,0.662,0.676,7,-9.889,1,0.0425,0.00855,0.891,0.118,0.238,127.001
Pump the Move - Bart Skils Groove Mix,e-Dancer,0.693,0.93,5,-6.059,0,0.0531,2.91e-05,0.89,0.112,0.283,128.992
Pauk,Yan Cook,0.86,0.694,7,-10.511,1,0.205,0.162,0.925,0.111,0.159,130.996
Only One Way,Reinier Zonneveld,0.641,0.991,1,-3.942,0,0.0793,0.00631,0.91,0.239,0.569,136.029
One Nation - Amelie Lens Remix,e-Dancer,0.617,0.843,0,-6.1,1,0.0397,0.00435,0.903,0.115,0.106,134.003
Pragmatic,Zimmz,0.685,0.921,4,-6.985,0,0.0511,0.000687,0.874,0.0883,0.159,126.998
Excursion - Original Mix,Alec Ben,0.723,0.651,1,-9.361,1,0.0688,6.01e-05,0.875,0.113,0.189,129.999
Glasgow Kiss,Harvey McKay,0.729,0.909,11,-8.198,0,0.0448,0.00477,0.9,0.115,0.0766,132.002
Spoiled - Original,Joch,0.71,0.713,6,-8.764,0,0.0686,0.0222,0.916,0.106,0.105,130.029
Edenzero,Pablo Caballero,0.695,0.897,7,-7.821,1,0.0498,0.00317,0.896,0.0642,0.245,131.997
Lysergic Acid,Joyhauser,0.643,0.833,1,-6.635,1,0.062,0.000166,0.79,0.351,0.0784,132.019
Fracture,Zimmz,0.752,0.64,9,-9.258,1,0.0543,0.00547,0.917,0.102,0.0346,127.0
Existencia,Reinier Zonneveld,0.617,0.83,2,-6.139,1,0.0531,0.0144,0.718,0.687,0.104,132.017
Breathe - Breakbeat Mix,Mark Reeve,0.794,0.83,11,-6.37,1,0.0479,6.45e-05,0.933,0.0885,0.139,129.998
Wavespace - Original Mix,Lowshape,0.703,0.925,9,-7.332,0,0.127,0.0017,0.826,0.124,0.224,130.013
Hype,Thomas Schumacher,0.585,0.947,6,-7.122,1,0.0768,7.93e-05,0.794,0.112,0.493,132.989
Latex,Monika Kruse,0.797,0.846,1,-7.033,0,0.0839,0.000125,0.952,0.119,0.0325,129.005
Open Your Mind,Zimmz,0.695,0.804,11,-9.857,1,0.0413,0.0311,0.884,0.107,0.412,127.002
Raise Your Glass,P!nk,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.028
Just Give Me a Reason (feat. Nate Ruess),P!nk,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002
Try,P!nk,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998
Animals,Maroon 5,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868
Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03
Cry Me a River,Justin Timberlake,0.582,0.654,8,-6.61,0,0.322,0.543,0.0,0.105,0.593,73.853
Love Never Felt So Good,Michael Jackson,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513
Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899
Perfect,One Direction,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933
Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
What Do You Mean?,Justin Bieber,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,0.885,0.447,0,-8.886,1,0.102,0.0481,0.0131,0.0351,0.744,129.956
Cool Kids,Echosmith,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027
Counting Stars,OneRepublic,0.663,0.705,1,-4.972,0,0.0385,0.0654,0.0,0.117,0.477,122.014
How Deep Is Your Love,Calvin Harris,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003
Summer,Calvin Harris,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
Domino,Jessie J,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986
Price Tag,Jessie J,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015
Problem,Ariana Grande,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.009
Break Free,Ariana Grande,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956
Love Me Harder,Ariana Grande,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992
One Last Time,Ariana Grande,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026
I Need Your Love (feat. Ellie Goulding),Calvin Harris,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989
We Found Love (feat. Rihanna),Calvin Harris,0.738,0.776,1,-4.808,1,0.0392,0.0234,0.0018,0.0775,0.608,127.984
Feel So Close - Radio Edit,Calvin Harris,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
Blame (feat. John Newman),Calvin Harris,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024
Chandelier,Sia,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017
Worth It (feat. Kid Ink),Fifth Harmony,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987
I'm In Love With a Monster,Fifth Harmony,0.666,0.812,6,-4.07,0,0.0647,0.0597,0.0,0.0603,0.868,145.059
Party In The U.S.A.,Miley Cyrus,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
Wrecking Ball,Miley Cyrus,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964
We Can't Stop,Miley Cyrus,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003
Can't Feel My Face,The Weeknd,0.702,0.77,9,-5.416,0,0.0482,0.124,0.0,0.103,0.593,107.951
Happy,Pharrell Williams,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911
One Last Time,Ariana Grande,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026
Pumped Up Kicks,Foster The People,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975
Die Young,Kesha,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001
TiK ToK,Kesha,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032
Timber (feat. Ke$ha),Pitbull,0.587,0.965,11,-4.106,1,0.101,0.0362,0.0,0.138,0.825,129.972
Since U Been Gone,Kelly Clarkson,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0
Because of You,Kelly Clarkson,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039
Breakaway,Kelly Clarkson,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958
Poker Face,Lady Gaga,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999
Just Dance,Lady Gaga,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992
Telephone,Lady Gaga,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021
Born This Way,Lady Gaga,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907
Bad Romance,Lady Gaga,0.693,0.924,0,-3.711,1,0.0392,0.0034,4.4e-05,0.0926,0.715,118.983
Poker Face,Lady Gaga,0.851,0.806,4,-4.618,1,0.0788,0.12,1.39e-06,0.122,0.775,119.002
Need You Now,Lady A,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884
Lady Marmalade,Christina Aguilera,0.741,0.859,5,-2.223,1,0.057,0.0148,1.84e-06,0.664,0.611,109.905
Applause,Lady Gaga,0.67,0.787,7,-4.277,0,0.0519,0.0228,1.74e-06,0.125,0.713,139.906
Watch Me (Whip / Nae Nae),Silentó,0.819,0.768,8,-8.522,1,0.134,0.234,0.0,0.334,0.964,139.982
See You Again (feat. Charlie Puth),Wiz Khalifa,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
Payphone,Maroon 5,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015
Blurred Lines,Robin Thicke,0.866,0.606,7,-4.762,1,0.04,0.00381,6.5e-06,0.0861,0.838,119.991
Time of Our Lives,Pitbull,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022
But If You Close Your Eyes,Groove Shop,0.636,0.782,9,-6.274,1,0.0487,0.13,0.0,0.165,0.511,127.51
All of Me,John Legend,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93
7 Years,Lukas Graham,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992
All About That Bass,Meghan Trainor,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038
NO,Meghan Trainor,0.471,0.802,1,-3.599,0,0.27,0.0125,1.45e-06,0.702,0.653,88.615
Lips Are Movin,Meghan Trainor,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015
One Call Away,Charlie Puth,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024
Stitches,Shawn Mendes,0.746,0.754,1,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882
Closer,The Chainsmokers,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01
Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
Work from Home,Fifth Harmony,0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999
Cake By The Ocean,DNCE,0.771,0.76,4,-5.459,0,0.0514,0.147,0.0,0.053,0.881,119.0
Hymn for the Weekend - Seeb Remix,Coldplay,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034
Mama Said,Lukas Graham,0.712,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996
The Greatest,Sia,0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024
The Reason,Hoobastank,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952
Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989
Iris,The Goo Goo Dolls,0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667
Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998
If I Ain't Got You,Alicia Keys,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402
My Boo,Usher,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412
Fallin',Alicia Keys,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986
Girl on Fire,Alicia Keys,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513
No One,Alicia Keys,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098
We Are Here,Alicia Keys,0.635,0.667,2,-6.139,1,0.044,0.434,0.0,0.0845,0.0837,92.887
Empire State Of Mind,JAY-Z,0.502,0.955,11,-1.533,1,0.381,0.0265,0.0,0.265,0.818,173.526
Tears Dry On Their Own,Amy Winehouse,0.643,0.871,1,-2.734,0,0.118,0.491,0.0,0.29,0.452,121.569
Rehab - Pharoahe Monch Remix,Amy Winehouse,0.604,0.728,0,-5.68,1,0.074,0.136,0.0,0.344,0.741,145.107
You Know I'm No Good,Amy Winehouse,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,0.772,0.371,5,-5.743,0,0.0348,0.744,0.0,0.167,0.684,96.574
Back To Black,Amy Winehouse,0.49,0.725,10,-3.304,1,0.0392,0.123,2.68e-05,0.0983,0.335,123.28
Valerie - '68 Version,Amy Winehouse,0.673,0.826,5,-4.28,0,0.032,0.0186,0.000301,0.0894,0.764,100.626
Dark Horse,Katy Perry,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931
Diamonds,Rihanna,0.553,0.674,11,-6.057,0,0.045,0.00117,0.0,0.16,0.369,91.958
Halo,Beyoncé,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983
Last Friday Night (T.G.I.F.),Katy Perry,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03
Roar,Katy Perry,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29e-05,0.55,0.404,179.771
Firework,Katy Perry,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072
I Kissed A Girl,Katy Perry,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996
Thinking Of You,Katy Perry,0.431,0.803,4,-4.459,1,0.0364,0.00167,0.0,0.331,0.309,147.048
Hot N Cold,Katy Perry,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032
Teenage Dream,Katy Perry,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011
California Gurls,Katy Perry,0.788,0.753,0,-3.71,1,0.0536,0.0038,0.0,0.18,0.403,125.005
E.T.,Katy Perry,0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183
The One That Got Away,Katy Perry,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962
Part Of Me,Katy Perry,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028
This Is How We Do,Katy Perry,0.686,0.633,9,-6.073,0,0.0483,0.0231,0.0,0.0831,0.8,96.027
Waking Up In Vegas,Katy Perry,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,130.989
Wide Awake,Katy Perry,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814
Am I Wrong,Nico & Vinz,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939
Budapest,George Ezra,0.714,0.451,5,-8.268,1,0.0276,0.0883,0.0,0.108,0.406,127.787
Don't Let Me Down,The Chainsmokers,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803
One More Time,Daft Punk,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746
This Is What You Came For (feat. Rihanna),Calvin Harris,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
Marry You,Bruno Mars,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905
Love Someone,Jason Mraz,0.58,0.363,7,-14.185,1,0.0306,0.306,0.00677,0.111,0.0745,97.97
This Is What You Came For (feat. Rihanna),Calvin Harris,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
Jour 1,Louane,0.637,0.55,0,-8.72,0,0.0425,0.0241,0.0,0.327,0.391,110.033
Avenir - Radio Edit,Louane,0.764,0.428,0,-12.075,0,0.0404,0.0698,0.000272,0.0822,0.657,113.983
Maman,Louane,0.603,0.21,0,-13.137,0,0.0436,0.562,0.0,0.341,0.335,88.07
Jeune,Louane,0.531,0.269,0,-11.302,1,0.0298,0.0118,5.48e-06,0.0934,0.0905,111.975
Tourne,Louane,0.707,0.399,1,-11.044,1,0.0423,0.038,7.21e-06,0.105,0.57,124.07
Chambre 12,Louane,0.345,0.386,8,-10.963,0,0.148,0.287,0.0,0.0963,0.229,79.668
Tranquille,Louane,0.66,0.412,7,-10.929,0,0.0328,0.0463,7.47e-06,0.0626,0.269,120.067
Alien,Louane,0.567,0.428,3,-9.333,0,0.0322,0.0028,3.56e-06,0.105,0.172,118.014
Nous,Louane,0.343,0.381,7,-9.901,1,0.0324,0.000345,1.42e-05,0.0845,0.0736,135.701
Du courage,Louane,0.683,0.561,11,-9.015,0,0.0335,0.186,0.0,0.25,0.372,116.065
La fuite,Louane,0.496,0.117,11,-14.709,0,0.0449,0.517,0.00111,0.097,0.136,140.618
Je vole,Louane,0.464,0.0996,3,-13.24,1,0.0517,0.926,0.0,0.0564,0.418,167.935
La mère à Titi,Louane,0.652,0.34,7,-11.884,1,0.0306,0.672,2.88e-05,0.112,0.575,115.992
Avenir,Louane,0.405,0.338,0,-10.576,0,0.0412,0.0442,2.06e-06,0.106,0.463,203.627
Jeune - Radio Edit,Louane,0.775,0.4,0,-10.86,1,0.0515,0.123,3.89e-06,0.0988,0.518,119.013
Chambre 12 - Radio Edit,Louane,0.475,0.387,8,-11.232,0,0.0466,0.228,0.000147,0.282,0.317,83.864
Tourne - Radio Edit,Louane,0.7,0.417,5,-11.217,0,0.0393,0.0176,0.000159,0.106,0.431,124.024
Maman - Radio Edit,Louane,0.655,0.404,0,-12.776,0,0.0444,0.448,0.0,0.206,0.462,95.011
One Dance,Drake,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989
Happy Song (Tonite),Blackstreet,0.813,0.43,5,-6.07,0,0.0325,0.257,0.0,0.352,0.541,93.317
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965
That's My Girl,Fifth Harmony,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049
Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008
So Good,Zara Larsson,0.726,0.576,0,-7.341,1,0.146,0.085,0.0,0.0458,0.783,82.055
Never Forget You,Zara Larsson,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
Lush Life,Zara Larsson,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022
Ain't My Fault,Zara Larsson,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153
Catch & Release,Matt Simons,0.62,0.447,1,-9.383,0,0.147,0.813,0.000221,0.111,0.612,86.647
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135
Loving Every Minute,Lighthouse Family,0.557,0.528,9,-9.63,0,0.0318,0.303,0.000191,0.097,0.72,97.108
Somewhere Only We Know,Lily Allen,0.314,0.286,10,-10.191,1,0.035,0.935,0.0258,0.0999,0.278,172.021
Shape of You,Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
Ho Hey,The Lumineers,0.685,0.474,0,-9.105,1,0.0313,0.779,1.23e-06,0.149,0.36,79.991
Side To Side,Ariana Grande,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145
Mind Trick,Jamie Cullum,0.627,0.783,1,-5.711,1,0.0841,0.132,0.0,0.0456,0.92,201.003
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,0.793,0.729,0,-4.77,0,0.0394,0.08,3.1e-05,0.317,0.488,121.972
Boom Clap,Charli XCX,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999
Cheerleader,OMI,0.864,0.738,4,-4.323,1,0.0309,0.214,0.0,0.179,0.938,100.0
Fergalicious,Fergie,0.905,0.582,8,-7.718,0,0.318,0.0608,0.0,0.0967,0.809,129.074
